"tail","tarsus","hoof","horns","ear","head","withers","length","Weight_corr","TestWeight_corr","perifatmass","kmass","kidneyindexcorreg","day","month","groupMonth","year","season","habitat","habitatidx1","habitatidx2","northSouth","sex","classage1","pregnant","sexgroup","sexualstate","weight","lengthtotail","testLength","pesotes","kidneyindex","logkfi","raizkfi","method","embryoLength","embryoWeight"
9,15,"2.6",4,"5.1","12.5","38.5","52.5","2.87","2.4","1.1","10.2","10.8",28,4,"Mar-Apr (Wet1)",2014,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.87","61.5","2.2","2.4","10.8","1.1","3.3","Trap",0,0
"8.5","14.7","2.3","3.3","4.9","12.1","31.8","52.1","2.93","1.5",0,8,0,28,4,"Mar-Apr (Wet1)",2014,"Wet","Pluv. baja alt 0-800",0,0,"North","Macho","Yong","No preñada (lac o inact)","NA","NA","2.93","60.6",2,"1.5",0,0,0,"Trap",0,0
8,"15.8","1.9","2.8","5.9",12,30,53,"2.66",0,"1.7","7.6","22.4",28,4,"Mar-Apr (Wet1)",2014,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","2.66",61,"NA","NA","22.4","1.4","4.7","Trap",0,0
"8.2","13.8","1.8","4.4","4.4","12.3","29.2","47.6","2.74","2.5",0,"8.1",0,28,4,"Mar-Apr (Wet1)",2014,"Wet","Pluv. baja alt 0-800",0,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.74","NA","2.2","2.5",0,0,0,"Gun",0,0
9,"14.8","4.1","3.6","4.8","13.2",29,57,"3.65","6.9","2.7","8.4","32.1",28,4,"Mar-Apr (Wet1)",2014,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.65",66,"3.1","6.9","32.1","1.5","5.7","Trap",0,0
"6.5","15.2","3.5","4.2","5.7","13.5",31,"56.5","3.3","6.7",0,"8.4",0,28,4,"Mar-Apr (Wet1)",2014,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.3",63,3,"6.7","NA","NA","NA","Trap",0,0
"7.9","16.5","2.5","4.5","4.6","12.8",33,54,"3.28","6.5","1.8","9.4","19.1",30,4,"Mar-Apr (Wet1)",2014,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.28","61.9","2.7","6.5","19.1","1.3","4.4","Trap",0,0
7,"15.8","2.1","2.9","4.7","12.7",31,56,"3.27",0,"1.2","6.9","17.4",30,4,"Mar-Apr (Wet1)",2014,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.27",63,"NA","NA","17.4","1.3","4.2","Trap",0,0
9,17,"2.3","5.5","5.1","14.3","36.1","56.9","3.83","8.3",0,"11.3",0,1,5,"May-Jun (Wet2)",2014,"Wet","Pluv. baja alt 0-800",0,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.83","65.9","3.4","8.3",0,0,0,"Trap",0,0
7,15,2,"3.8","4.5",12,"32.2",51,"3.06","5.3",0,8,"6.3",1,5,"May-Jun (Wet2)",2014,"Wet","Pluv. baja alt 0-800",0,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.06",58,"2.1","5.3","NA","NA","NA","Trap",0,0
7,"15.5","2.4","3.8","4.2","12.7","31.8","51.9","2.91",8,0,"14.9",0,2,5,"May-Jun (Wet2)",2014,"Wet","Pluv. baja alt 0-800",0,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.91","58.9","3.2",8,"NA","NA","NA","Trap",0,0
8,"16.2","2.3","3.5","4.6","13.6","32.5",54,"2.84","7.9","2.3","6.7","36.6",2,5,"May-Jun (Wet2)",2014,"Wet","Pluv. baja alt 0-800",0,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.84",62,"3.4","7.9","NA","NA","NA","Trap",0,0
"9.5","15.9","2.3","2.9","4.8","12.3","30.7",52,"2.17",0,0,"8.5",0,2,5,"May-Jun (Wet2)",2014,"Wet","Pluv. baja alt 0-800",0,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","2.17","61.5","NA","NA",0,0,0,"Trap",0,0
8,"15.2","2.3","4.2","4.4","12.6",33,"51.9","3.05","7.7","2.2","6.2","32.4",3,5,"May-Jun (Wet2)",2014,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.05","59.9",3,"NA","NA","NA","NA","Trap",0,0
"5.5","15.2","3.1","3.3","4.6","12.7","32.2","51.5","3.37","4.3","3.5","11.6","45.1",5,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"NA","Macho","Yong","No preñada (lac o inact)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0
"6.5","15.2","2.1","5.1","4.5","12.5",30,53,"2.75","1.1",1,"8.1","12.3",5,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.75","59.5","1.8","1.1","12.3","1.1","3.5","Trap",0,0
9,"15.3","2.1","2.6","4.7","12.2",31,54,"2.73",0,0,"8.9",0,5,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Macho","Yong","No preñada (lac o inact)","NA","NA","2.73",63,"1.4","NA","NA","NA","NA","Gun",0,0
9,"16.2","2.2","3.2","4.7","13.7",34,60,"4.32",0,"8.1","13.8","58.7",5,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Hembra","Adult/subadult","Preñada","pregnant (foetuse)","Feto/ Feto+lact","4.66",69,"NA","NA","58.7","1.8","7.7","Gun","18.5",184
8,"13.3","2.4","3.3","4.8","12.7","32.7",55,"3.28",0,"3.5","9.3","37.6",5,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.28",63,"NA","NA","37.6","1.6","6.1","Gun",0,0
"10.2","15.5","2.5","3.8","5.4","12.4","30.4",51,"3.56",0,"15.7","10.4","20.2",7,5,"May-Jun (Wet2)",2014,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","lactating","Lact / Lact+embryo","2.74","61.2","NA","NA","NA","NA","NA","Trap",0,0
8,"15.9","2.4","2.7","4.8","12.2",34,54,"3.34",0,"2.9","10.1","28.7",9,5,"May-Jun (Wet2)",2014,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.34",62,"NA","NA","28.7","1.5","5.4","Trap",0,0
"7.9","14.7","2.2","2.8","3.9","12.9",29,48,"2.78",0,"1.1","10.1","10.9",9,5,"May-Jun (Wet2)",2014,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","2.78","55.9","NA","NA","10.9","1.1","3.3","Trap",0,0
"7.4",16,"2.4","3.4","4.5","13.4",35,57,"3.84",0,4,"9.9","40.4",9,5,"May-Jun (Wet2)",2014,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.84","64.4","NA","NA","40.4","1.6","6.4","Trap",0,0
7,16,"2.2","4.8","4.4","13.1",34,53,"3.37","9.9",0,"12.2",0,10,5,"May-Jun (Wet2)",2014,"Wet","Pluv. baja alt 0-800",0,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.37",60,"3.4","9.9",0,0,0,"Trap",0,0
8,"15.3","2.3",3,"4.3","13.1",31,52,"3.2",0,"2.3","9.9","23.2",10,5,"May-Jun (Wet2)",2014,"Wet","Pluv. baja alt 0-800",0,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.2",60,"NA","NA","23.2","1.4","4.8","Trap",0,0
7,"15.2","2.3","4.8","4.9","13.5",31,54,"3.48","8.2","2.2","12.3","17.9",10,5,"May-Jun (Wet2)",2014,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.48",61,"3.4","8.2","17.9","1.3","4.2","Trap",0,0
"6.9",16,"2.6",4,"4.5",13,31,52,"3.3","8.3","3.2","9.2","34.8",10,5,"May-Jun (Wet2)",2014,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.3","58.9","3.3","8.3","34.8","1.6","5.9","Trap",0,0
6,14,"1.9","1.1","4.4","11.8",30,44,"2.11",0,0,"7.1",0,10,5,"May-Jun (Wet2)",2014,"Wet","Pluv. baja alt 0-800",0,0,"North","Macho","Yong","No preñada (lac o inact)","NA","NA","2.11",50,"NA","NA",0,0,0,"Trap",0,0
9,17,"2.4","2.8","4.5","13.4",33,54,"3.34",0,2,"11.2","17.9",10,5,"May-Jun (Wet2)",2014,"Wet","Pluv. baja alt 0-800",0,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.34",63,"NA","NA","17.9","1.3","4.2","Trap",0,0
7,"15.3","2.3","4.1","4.8",13,32,53,"3.28","3.3","1.8","7.8","23.1",12,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.28",60,"2.3","3.3","23.1","1.4","4.8","Trap",0,0
"7.9",16,"2.2","3.8","4.4","11.2",32,52,"3.17","1.6","2.2","8.2","26.8",12,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Macho","Yong","No preñada (lac o inact)","NA","NA","3.17","59.9","1.9","1.6","26.8","1.4","5.2","Trap",0,0
"7.5","15.6","2.3","4.2","4.6","13.2",32,54,"3.25","4.8","1.8","11.7","15.4",12,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.25","61.5","2.8","4.8","15.4","1.2","3.9","Trap",0,0
"7.5","15.5","2.3","3.4","4.3","13.2","32.4","50.8","2.64","3.6","1.2","7.9","15.2",12,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.64","106.5","2.5","3.6","15.2","1.2","3.9","Trap",0,0
"8.3","15.4","2.3","3.5","4.8","13.2","33.5",55,"3.86",0,"1.8","9.2","19.6",12,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Hembra","Adult/subadult","Preñada","pregnant (foetuse)","Feto/ Feto+lact","4.21","63.3","NA","NA","19.6","1.3","4.4","Trap",18,"223.9"
8,"16.5","2.3","2.1","4.5",12,30,49,"3.04","0.3","2.6","7.5","34.7",12,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Macho","Yong","No preñada (lac o inact)","NA","NA","3.04",57,"1.1","0.3","34.7","1.6","5.9","Trap",0,0
"7.9","14.2",2,1,"4.4",12,"29.3",46,"1.86",0,"0.5","4.1","12.2",12,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Macho","Yong","No preñada (lac o inact)","NA","NA","1.86","53.9",0,0,"12.2","1.1","3.5","Trap",0,0
9,"16.9","2.3",3,"4.3","13.1","34.3",58,"4.19",0,"2.5","12.1","20.7",12,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Hembra","Adult/subadult","Preñada","inactive or pregnant (embryo)","Inactive / Embryo","4.19",67,"NA","NA","20.7","1.3","4.5","Trap",0,0
"7.8","15.3","2.4","3.7","4.6","13.3",33,55,"3.84","6.6","1.8","7.8","23.1",14,5,"May-Jun (Wet2)",2014,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.84","62.8","2.6","6.6","23.1","1.4","4.8","Trap",0,0
7,15,"2.1","3.7","4.7","12.9","32.2",53,"3.27","3.1","0.8","7.8","10.3",14,5,"May-Jun (Wet2)",2014,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.27",60,"2.1","3.1","10.3","1.1","3.2","Trap",0,0
"9.9","15.7","2.4","4.4","4.4","12.8",33,51,"3.03","5.5","1.2","7.7","15.6",14,5,"May-Jun (Wet2)",2014,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.03","60.9","2.5","5.5","15.6","1.2","3.9","Trap",0,0
8,16,"2.3","3.2","4.4","13.2","32.2",55,"3.39",8,"3.1","12.3","25.2",16,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"NA","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.39",63,3,8,"25.2","1.4",5,"Trap",0,0
"8.9","15.5","2.1","2.8","4.5","12.9","32.4",52,"3.47",0,"6.9","9.6","71.9",16,5,"May-Jun (Wet2)",2014,"Wet","Pluv. baja alt 0-800",0,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.47","60.9","NA","NA","71.9","1.9","8.5","Trap",0,0
7,15,"2.7","3.5","4.6","12.8",32,"52.6","3.29","3.9",0,13,0,16,5,"May-Jun (Wet2)",2014,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.29","59.6","2.1","3.9",0,0,0,"Trap",0,0
"9.5","15.7","2.5","4.3","4.6","12.5",32,56,"3.61",0,0,10,0,16,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"NA","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.61","65.5","NA","NA",0,0,0,"Trap",0,0
7,"15.5","2.2","3.8","4.3","12.3",29,53,"2.97","7.4","2.6","9.7","26.8",19,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.97",60,"2.7","7.4","26.8","1.4","5.2","Gun",0,0
"6.9",15,"2.2","3.3","4.4","12.9","29.5",56,"3.29","8.8","1.3",10,13,19,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.29","62.9","3.1","8.8",13,"1.1","3.6","Gun",0,0
7,"15.3","2.4","2.4","4.5","12.7",30,53,"3.17",0,"0.9","7.9","11.4",19,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.17",60,"NA","NA","11.4","1.1","3.4","Gun",0,0
7,"15.5","2.3","4.3","4.3","13.4",29,52,"3.35","3.5","3.4","9.7","35.1",19,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.35",59,"2.3","3.5","35.1","1.6","5.9","Gun",0,0
6,"15.2","2.7","3.1","4.4","12.4",32,52,"2.6",0,"4.2","10.7","39.3",19,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","2.6",58,"NA","NA","39.3","1.6","6.3","Gun",0,0
"7.3","15.5","2.3",3,"4.5",13,32,56,"4.07",0,"4.2","6.1","68.9",19,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","4.07","63.3","NA","NA","68.9","1.8","8.3","Gun",0,0
6,15,"2.6",4,"3.9","13.1",32,59,"3.78","8.2","0.5","13.6",0,19,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.78",65,"3.1","8.2","NA","NA","NA","Gun",0,0
"7.7","15.5","2.2","2.5","4.4","12.2",32,51,"2.8","0.4","2.5","7.6","32.9",19,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Macho","Yong","No preñada (lac o inact)","NA","NA","2.8","58.7","1.2","0.4","32.9","1.5","5.7","Gun",0,0
"8.4","15.2","2.3","3.1","5.7","14.7","34.5",54,"2.69",0,0,"10.5",0,20,5,"May-Jun (Wet2)",2014,"Wet","Pluv. baja alt 0-800",0,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","2.69","62.4","NA","NA",0,0,0,"Trap",0,0
9,"14.9","2.3","3.9","5.5","13.7",35,"57.5","2.65",0,0,"9.6",0,20,5,"May-Jun (Wet2)",2014,"Wet","Pluv. baja alt 0-800",0,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","2.65","66.5","NA","NA",0,0,0,"Trap",0,0
9,"15.5","3.1","3.8","5.6","13.9","34.5",55,"3.8","9.6",0,"9.1",0,21,5,"May-Jun (Wet2)",2014,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.8",64,"3.5","9.6",0,0,0,"Trap",0,0
"7.5","15.5","2.4","3.2",5,"13.5",34,51,"3.14",0,0,"11.1",0,21,5,"May-Jun (Wet2)",2014,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.14","58.5","NA","NA",0,0,0,"Trap",0,0
6,15,"2.8","3.6","4.1","13.4","32.5","53.5","3.84",0,0,"8.7",0,21,5,"May-Jun (Wet2)",2014,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","lactating","Lact / Lact+embryo","3.41","59.5","NA","NA","NA","NA","NA","Trap",0,0
"7.3","15.4","2.3",3,"4.3","13.4","32.3",58,"3.34",0,"2.7","10.1","26.7",22,5,"May-Jun (Wet2)",2014,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","Preñada","lactating","Lact / Lact+embryo","3.43","65.3","NA","NA","26.7","1.4","5.2","Trap","9.2","19.1"
"6.9",16,"2.4","3.7","4.5","13.7",35,55,"3.04",0,0,"10.1",0,22,5,"May-Jun (Wet2)",2014,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.04","61.9","NA","NA",0,0,0,"Trap","NA","NA"
9,"15.4","2.4","3.6","4.3","12.9",34,34,"2.9",0,0,8,0,22,5,"May-Jun (Wet2)",2014,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","2.9",108,"NA","NA",0,0,0,"Trap","NA","NA"
"7.3","15.1","2.3","4.3","3.9","13.5","29.2","51.7","2.98","6.8",1,"7.5","13.3",23,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"NA","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.98",59,"3.6","6.8","13.3","1.2","3.7","Gun","NA","NA"
9,15,"2.3","4.5","5.9","13.6","33.5",56,"3.74",11,"3.7",12,"30.8",28,5,"May-Jun (Wet2)",2014,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.74",65,"3.3",11,"30.8","1.5","5.6","Trap","NA","NA"
8,16,2,"4.6","5.4","14.8",29,52,"3.51","7.8","3.5","9.4","37.2",28,5,"May-Jun (Wet2)",2014,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.51",60,"3.2","7.8","37.2","1.6","6.1","Trap","NA","NA"
7,15,3,"3.7","4.4","13.9",30,"52.7","3.24",9,0,10,0,28,5,"May-Jun (Wet2)",2014,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.24","59.7","2.9",9,0,0,0,"Trap","NA","NA"
"6.9","15.3","2.4","4.9","4.6","13.6",33,52,"3.26","5.4",0,11,0,28,5,"May-Jun (Wet2)",2014,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.26","58.9","2.9","5.4",0,0,0,"Trap","NA","NA"
9,15,"2.2","4.6","4.8","12.6","31.9",53,"2.79","3.8",0,"9.5",0,28,5,"May-Jun (Wet2)",2014,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.79",62,"2.5","3.8",0,0,0,"Trap","NA","NA"
"6.9",15,"2.5","3.8","4.9","12.8","34.8","52.4","3.3","5.1","4.8","7.7","62.3",30,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.3","59.3","2.8","5.1","62.3","1.8","7.9","Trap","NA","NA"
"9.4","15.7","2.4","3.6","4.4","13.3","31.2","55.5","4.06",0,0,"14.6",0,31,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"NA","Hembra","Adult/subadult","No preñada (lac o inact)","lactating","Lact / Lact+embryo","4.06","64.9","NA","NA",0,0,0,"NA","NA","NA"
6,"14.5","2.7","2.7","4.2",11,"28.2",43,"2.34","0.3","6.9","7.9","82.2",31,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"NA","Macho","Yong","No preñada (lac o inact)","NA","NA","2.34",49,"1.2","0.3","NA","NA","NA","NA","NA","NA"
"8.3","16.5","2.3","3.2","4.4","11.5","28.5","49.5","2.2","2.1",0,"7.4","4.9",31,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"NA","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.2","57.8","2.3","2.1","NA","NA","NA","NA","NA","NA"
"9.8","15.2","2.1","2.9","4.4","11.4","29.1",51,"3.26",0,4,"6.5","61.5",31,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"NA","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.26","60.8","NA","NA","61.5","1.8","7.8","NA","NA","NA"
"7.1","15.6","2.6","5.1","5.2","13.5","29.1",53,"2.93","6.6","0.3","9.9",0,31,5,"May-Jun (Wet2)",2014,"Wet","NA",99,99,"NA","Macho","Adult/subadult","Preñada","Male (adult)","NA","NA","60.1","3.1","6.6","NA","NA","NA","NA","NA","NA"
